"provider_name","address1","address2","city","county","state_code","zip","national_drug_code","order_label","last_order_date","last_date_delivered","total_courses","courses_available","courses_available_date","geocoded_address","npi"
"Walgreens Store #06182","15111 WALLISVILLE RD",,"HOUSTON","HARRIS","TX","77049","0006-5055-06","Molnupiravir","2022-01-13T00:00:00.000",,"460","195","2022-01-18T00:00:00.000","POINT (-95.172669 29.806459)","1104831189"
"ALTA BATES SUMMIT MEDICAL CENTER","2450 ASHBY AVENUE",,"BERKELEY","ALAMEDA","CA","94705","0310-7442-02","Evusheld","2022-01-14T00:00:00.000","2022-01-13T00:00:00.000","96",,,"POINT (-122.257994 37.856408)","1639523004"
"Walgreens Store #01463","446 AVE JUAN ROSADO",,"ARECIBO","Arecibo","PR","00612","0006-5055-06","Molnupiravir","2022-01-13T00:00:00.000",,"20","0","2022-01-18T00:00:00.000",,"1750396826"
"MISSOURI BAPTIST MEDICAL CENTER","3015 N BALLAS RD","Inpatient Pharmacy","SAINT LOUIS","SAINT LOUIS","MO","63131","0006-5055-06","Molnupiravir","2022-01-12T00:00:00.000","2022-01-13T00:00:00.000","560","538","2022-01-17T00:00:00.000","POINT (-90.443636 38.635613)",
"Walgreens Store #04999","1570 11TH ST",,"HUNTSVILLE","WALKER","TX","77340","0006-5055-06","Molnupiravir","2022-01-13T00:00:00.000",,"40","0","2022-01-18T00:00:00.000","POINT (-95.558291 30.722646)","1538174537"
"Walmart Pharmacy #2984","3745 SW Lee Blvd",,"Lawton","COMANCHE","OK","73505","0006-5055-06","Molnupiravir","2021-12-24T00:00:00.000","2022-01-04T00:00:00.000","160","115","2022-01-18T00:00:00.000","POINT (-98.440817 34.594501)","1154725893"
"Meijer Store 188","13000 Middlebelt Rd","Deliver to Pharmacy","Livonia","WAYNE","MI","48150","0006-5055-06","Molnupiravir","2021-12-30T00:00:00.000","2022-01-04T00:00:00.000","40","40","2022-01-17T00:00:00.000","POINT (-83.33347 42.378515)","1942364336"
"Walmart Pharmacy #3521","2210 N FM 1417",,"SHERMAN","GRAYSON","TX","75092","0006-5055-06","Molnupiravir","2022-01-13T00:00:00.000","2022-01-15T00:00:00.000","20",,,"POINT (-96.642619 33.655853)","1851771810"
"Walgreens Store #17944","110 MITCHELLS CHANCE RD",,"EDGEWATER","ANNE ARUNDEL","MD","21037","0006-5055-06","Molnupiravir","2022-01-12T00:00:00.000","2022-01-07T00:00:00.000","360","0","2022-01-18T00:00:00.000","POINT (-76.566391 38.930745)","1013431717"
"Walgreens Store #10832","2350 N COLUMBIA ST",,"MILLEDGEVILLE","BALDWIN","GA","31061","0069-1085-30","Paxlovid","2022-01-11T00:00:00.000","2022-01-14T00:00:00.000","80","0","2022-01-18T00:00:00.000","POINT (-83.254425 33.10866)","1043471915"
"Sentara Albemarle Regional Medical","1144 North Road Street",,"Elizabeth City","PASQUOTANK","NC","27909","0310-7442-02","Evusheld","2021-12-30T00:00:00.000","2022-01-12T00:00:00.000","24","24","2022-01-17T00:00:00.000","POINT (-76.22002 36.32153)",
"ST JOSEPH REG MED CTR-SOUTH BEND","5215 HOLY CROSS PARKWAY","ATTN: PHARMACY","MISHAWAKA","ST JOSEPH","IN","46545","0069-1085-30","Paxlovid","2022-01-13T00:00:00.000",,"40","8","2022-01-18T00:00:00.000","POINT (-86.174651 41.704375)",
"RANDALLS PHARMACY","3441 LAKELINE BLVD",,"Leander","WILLIAMSON","TX","78641","0006-5055-06","Molnupiravir","2022-01-13T00:00:00.000",,"40","14","2022-01-18T00:00:00.000","POINT (-97.863921 30.543469)","1750830550"
"SAINT JOSEPH HOSPITAL","1 SAINT JOSEPH DR",,"LEXINGTON","FAYETTE","KY","40504","0310-7442-02","Evusheld","2021-12-20T00:00:00.000","2021-12-22T00:00:00.000","24","20","2022-01-12T00:00:00.000","POINT (-84.521382 38.03157)",
"PENN STATE HERSHEY MEDICAL CENTER","500 UNIVERSITY DRIVE #300",,"HERSHEY","DAUPHIN","PA","17033","0310-7442-02","Evusheld","2022-01-12T00:00:00.000","2022-01-11T00:00:00.000","168","153","2022-01-17T00:00:00.000","POINT (-76.674557 40.265932)",
"Rite Aid 05845","101 NORTH CHINA LAKE BLVD",,"RIDGECREST","KERN","CA","93555-3544","0069-1085-30","Paxlovid","2022-01-13T00:00:00.000",,"20",,,"POINT (-117.669981 35.622798)",
"Alamosa Fam Med Ctr VWHS Pharm","1710 1st St",,"Alamosa","ALAMOSA","CO","81101","0006-5055-06","Molnupiravir","2022-01-03T00:00:00.000","2022-01-11T00:00:00.000","40","40","2022-01-14T00:00:00.000","POINT (-105.88281 37.472925)","1215139613"
"Walgreens Store #16059","44001 STERLING HWY",,"SOLDOTNA","KENAI PENINSULA","AK","99669","0006-5055-06","Molnupiravir","2022-01-13T00:00:00.000",,"40","19","2022-01-18T00:00:00.000","POINT (-151.057448 60.486135)","1992186746"
"DEPART STATE HOSPITALS - ATASCADERO","10333 EL CAMINO REAL",,"ATASCADERO","SAN LUIS OBISPO","CA","93422","0310-7442-02","Evusheld","2022-01-02T00:00:00.000","2022-01-11T00:00:00.000","24","20","2022-01-16T00:00:00.000","POINT (-120.643647 35.460186)","1174573802"
"Walgreens Store #07491","6802 S FRY RD",,"KATY","FORT BEND","TX","77494","0069-1085-30","Paxlovid","2021-12-28T00:00:00.000","2021-12-30T00:00:00.000","20","0","2022-01-18T00:00:00.000","POINT (-95.774473 29.714523)","1467467522"
"AVERA MCKENNAN HOSPITAL","1325 S Cliff Ave",,"Sioux Falls","MINNEHAHA","SD","57108","0069-1085-30","Paxlovid","2022-01-11T00:00:00.000","2022-01-13T00:00:00.000","80",,,"POINT (-96.711305 43.534515)",
"Walmart Pharmacy #3529","10735 Pendleton Pike",,"Indianapolis","MARION","IN","46236","0069-1085-30","Paxlovid","2022-01-14T00:00:00.000",,"20",,,"POINT (-85.976455 39.860542)","1487671855"
"RANDALLS PHARMACY","525 SOUTH FRY RD",,"Katy","HARRIS","TX","77450","0069-1085-30","Paxlovid","2022-01-12T00:00:00.000","2021-12-29T00:00:00.000","40","8","2022-01-18T00:00:00.000","POINT (-95.718914 29.779543)","1982640769"
"Walmart Pharmacy #5224","4226 DE ZAVALA RD",,"SAN ANTONIO","BEXAR","TX","78249","0006-5055-06","Molnupiravir","2022-01-13T00:00:00.000","2022-01-17T00:00:00.000","20",,,"POINT (-98.567417 29.575146)","1083014880"
"Walmart Pharmacy #5122","2856 Hickory Hill Rd",,"Memphis","SHELBY","TN","38115","0006-5055-06","Molnupiravir","2022-01-14T00:00:00.000","2022-01-04T00:00:00.000","260","29","2022-01-18T00:00:00.000","POINT (-89.864589 35.070594)","1962421974"
"RANDALLS PHARMACY","5586 WESLAYAN ST",,"Houston","HARRIS","TX","77005","0006-5055-06","Molnupiravir","2022-01-13T00:00:00.000","2022-01-04T00:00:00.000","60","20","2022-01-18T00:00:00.000","POINT (-95.441359 29.722182)","1013946086"
"Walgreens Store #00177","CARR #2 KM 129.7","PLAZA VICTORIA","AGUADILLA","Aguadilla","PR","00603","0006-5055-06","Molnupiravir","2022-01-13T00:00:00.000",,"20","0","2022-01-18T00:00:00.000",,"1982619037"
"Central Care Cancer Center","204 Cleveland",,"Great Bend","BARTON","KS","67530","0310-7442-02","Evusheld","2022-01-12T00:00:00.000",,"48",,,"POINT (-98.791598 38.355129)","1639149545"
"Walmart Pharmacy #1249","610 W 29Th St",,"San Angelo","TOM GREEN","TX","76903","0006-5055-06","Molnupiravir","2022-01-13T00:00:00.000","2022-01-15T00:00:00.000","40","2","2022-01-18T00:00:00.000","POINT (-100.459157 31.486692)","1508883760"
"My Drs Pharmacy","412 Elden St",,"Herndon","FAIRFAX","VA","20170","0310-7442-02","Evusheld","2022-01-05T00:00:00.000","2022-01-13T00:00:00.000","24",,,"POINT (-77.37537 38.967868)",
"Walgreens Store #11130","3802 E ELMS RD",,"KILLEEN","BELL","TX","76542","0069-1085-30","Paxlovid","2022-01-11T00:00:00.000","2022-01-14T00:00:00.000","20","20","2022-01-18T00:00:00.000","POINT (-97.707543 31.074487)","1821268731"
"FAMILY PHARMACY OF BATON ROUGE","13707 Coursey Blvd Ste A","SUITE B","Baton Rouge","EAST BATON ROUGE","LA","70817","0069-1085-30","Paxlovid","2021-12-23T00:00:00.000","2021-12-29T00:00:00.000","20","7","2022-01-12T00:00:00.000","POINT (-91.02557 30.408249)",
"HURON REGIONAL MEDICAL CENTER","172 4TH ST SE",,"HURON","BEADLE","SD","57350-0000","0006-5055-06","Molnupiravir","2022-01-11T00:00:00.000","2021-12-31T00:00:00.000","40","39","2022-01-14T00:00:00.000","POINT (-98.210751 44.362035)",
"Rite Aid 05847","811 TUCKER ROAD",,"TEHACHAPI","KERN","CA","93561-2510","0006-5055-06","Molnupiravir","2022-01-13T00:00:00.000",,"60",,,"POINT (-118.467766 35.123662)",
"Walgreens Store #10477","11633 SHADOW CREEK PKWY",,"PEARLAND","BRAZORIA","TX","77584","0069-1085-30","Paxlovid","2022-01-11T00:00:00.000","2022-01-14T00:00:00.000","20","0","2022-01-18T00:00:00.000","POINT (-95.398998 29.579401)","1457403487"
"TEXAS ONCOLOGY AUSTIN MIDTOWN","901 W 38TH ST STE 200",,"AUSTIN","TRAVIS","TX","78705","0310-7442-02","Evusheld","2022-01-12T00:00:00.000","2022-01-07T00:00:00.000","72","24","2022-01-17T00:00:00.000","POINT (-97.742288 30.304828)",
"MERCY HOSPITAL ST LOUIS","615 S New Ballas Rd",,"ST LOUIS","SAINT LOUIS","MO","63141","0006-5055-06","Molnupiravir","2022-01-12T00:00:00.000","2022-01-07T00:00:00.000","760","2213","2022-01-17T00:00:00.000","POINT (-90.443481 38.64475)",
"WINCHESTER MED CTR INC","1840 AMHERST ST",,"WINCHESTER","WINCHESTER CITY","VA","22601","0310-7442-02","Evusheld","2021-12-20T00:00:00.000","2021-12-28T00:00:00.000","24","24","2022-01-04T00:00:00.000","POINT (-78.193088 39.1916)",
"Walmart Pharmacy #4483","225 Wilkinson Ln",,"White House","ROBERTSON","TN","37188","0069-1085-30","Paxlovid","2022-01-14T00:00:00.000","2021-12-29T00:00:00.000","60","0","2022-01-07T00:00:00.000","POINT (-86.675341 36.472207)","1093991424"
"RILEY HOSP FOR CHILDREN IUH","705 RILEY HOSPITAL DRIVE",,"INDIANAPOLIS","MARION","IN","46202","0069-1085-30","Paxlovid","2022-01-13T00:00:00.000","2022-01-17T00:00:00.000","20","39","2022-01-18T00:00:00.000",,
"CVS Store #02205","274 OLD NYACK TURNPIKE","CVS Pharmacy","SPRING VALLEY","ROCKLAND","NY","10977","0006-5055-06","Molnupiravir","2021-12-24T00:00:00.000","2021-12-31T00:00:00.000","240","198","2022-01-18T00:00:00.000","POINT (-74.045051 41.10155)","1871697631"
"Walgreens Store #16034","1801 NORTH OLDEN AVENUE",,"EWING","MERCER","NJ","08628","0069-1085-30","Paxlovid","2021-12-28T00:00:00.000","2021-12-30T00:00:00.000","60","0","2022-01-18T00:00:00.000","POINT (-74.772263 40.249)","1578089256"
"NRMC PHARMACY ALLIANCE","601 KEYSER AVE","STE. A","NATCHITOCHES","NATCHITOCHES","LA","71457","0069-1085-30","Paxlovid","2022-01-12T00:00:00.000","2022-01-14T00:00:00.000","20","20","2022-01-17T00:00:00.000","POINT (-93.076444 31.753369)","1659943777"
"BVHS - BLANCHARD VALLEY HOSPITAL","1900 S. Main St.","Pharmacy Dept.","Findlay","HANCOCK","OH","45840","0310-7442-02","Evusheld","2022-01-12T00:00:00.000","2022-01-12T00:00:00.000","72","47","2022-01-14T00:00:00.000","POINT (-83.65034 41.01714)",
"TILLAMOOK CO HEALTH DEPT - ROCKAWAY","801 Pacific Ave",,"Tillamook","TILLAMOOK","OR","97141","0069-1085-30","Paxlovid","2022-01-14T00:00:00.000",,"20",,,"POINT (-123.843165 45.452292)",
"HURON REGIONAL MEDICAL CENTER","172 4TH ST SE",,"HURON","BEADLE","SD","57350-0000","0069-1085-30","Paxlovid","2022-01-11T00:00:00.000","2022-01-13T00:00:00.000","20","20","2022-01-14T00:00:00.000","POINT (-98.210751 44.362035)",
"Walmart Pharmacy #244","5940 Highway 167 N",,"Winnfield","WINN","LA","71483","0006-5055-06","Molnupiravir","2022-01-14T00:00:00.000","2022-01-10T00:00:00.000","40","18","2022-01-18T00:00:00.000","POINT (-92.653687 31.950184)","1437176708"
"Walmart Pharmacy #999","7239 SW Loop 410",,"San Antonio","BEXAR","TX","78242","0006-5055-06","Molnupiravir","2022-01-13T00:00:00.000","2022-01-05T00:00:00.000","40","16","2022-01-18T00:00:00.000","POINT (-98.632774 29.359611)","1619304425"
"Walmart Pharmacy #661","1011 US Highway 72 E",,"Athens","LIMESTONE","AL","35611","0006-5055-06","Molnupiravir","2022-01-17T00:00:00.000",,"60","33","2022-01-18T00:00:00.000","POINT (-86.960075 34.787016)","1992722284"
"Walmart Pharmacy #639","150 Altama Connector",,"Brunswick","GLYNN","GA","31525","0069-1085-30","Paxlovid","2022-01-17T00:00:00.000",,"80","0","2022-01-18T00:00:00.000","POINT (-81.486751 31.214208)","1922025253"
"SAINT FRANCIS HOSPITAL","6161 S YALE AVE",,"TULSA","TULSA","OK","74136","0006-5055-06","Molnupiravir","2022-01-14T00:00:00.000",,"100",,,"POINT (-95.922116 36.073268)",
"Walmart Pharmacy #5889","9410 Webb Chapel Rd",,"Dallas","DALLAS","TX","75220","0069-1085-30","Paxlovid","2021-12-24T00:00:00.000","2021-12-29T00:00:00.000","20","0","2022-01-17T00:00:00.000","POINT (-96.858063 32.86112)","1053655837"
"Walgreens Store #07261","457 LAPALCO BLVD",,"GRETNA","JEFFERSON","LA","70056","0006-5055-06","Molnupiravir","2022-01-13T00:00:00.000","2022-01-11T00:00:00.000","40","20","2022-01-18T00:00:00.000","POINT (-90.030494 29.879997)","1235145731"
"Nolans Family Pharmacy","2513 EASTCHESTER DR #119",,"High Point","GUILFORD","NC","27265","0006-5055-06","Molnupiravir","2021-12-26T00:00:00.000","2022-01-04T00:00:00.000","40","40","2022-01-12T00:00:00.000","POINT (-79.970907 36.027324)",
"Meijer Store 199","1801 MARKETPLACE DR SE","Deliver to Pharmacy","Caledonia","KENT","MI","49316","0006-5055-06","Molnupiravir","2021-12-30T00:00:00.000","2022-01-04T00:00:00.000","40","40","2022-01-17T00:00:00.000","POINT (-85.620057 42.844797)","1144376781"
"CCN Saint Catherine Hospital","4321 FIR ST","Inpatient Pharmacy 3rd Floor","EAST CHICAGO","LAKE","IN","46312","0310-7442-02","Evusheld","2022-01-04T00:00:00.000","2022-01-11T00:00:00.000","48","48","2022-01-18T00:00:00.000","POINT (-87.448542 41.634064)",
"Ritchie Community Pharmacy","138 cherry street",,"harrisville","RITCHIE","WV","26362","0006-5055-06","Molnupiravir","2022-01-14T00:00:00.000","2022-01-10T00:00:00.000","180",,,"POINT (-81.03984 39.21235)",
"CVS Store #10005","6401 MACK RD.,","CVS Pharmacy","SACRAMENTO","SACRAMENTO","CA","95823","0006-5055-06","Molnupiravir","2022-01-14T00:00:00.000","2022-01-05T00:00:00.000","160","88","2022-01-18T00:00:00.000","POINT (-121.427931 38.474293)","1942690714"
"CVS Store #02702","465 SAND CREEK RD.","CVS Pharmacy","COLONIE","ALBANY","NY","12205","0006-5055-06","Molnupiravir","2022-01-14T00:00:00.000","2021-12-31T00:00:00.000","180","48","2022-01-18T00:00:00.000","POINT (-73.811815 42.716045)","1477651008"
"V07 544 Columbia, SC","6439 GARNERS FERRY ROAD",,"COLUMBIA","RICHLAND","SC","29209","0006-5055-06","Molnupiravir","2022-01-06T00:00:00.000","2022-01-11T00:00:00.000","40",,,"POINT (-80.960396 33.978622)",
"Giant Eagle Inc.","700 Moraine Point Plaza","Giant Eagle Pharmacy #2440","Butler","BUTLER","PA","16001","0006-5055-06","Molnupiravir","2022-01-12T00:00:00.000","2022-01-14T00:00:00.000","120","120","2022-01-18T00:00:00.000","POINT (-79.950786 40.875011)",
"Casper Natrona County Health Depart","475 S Spruce St",,"Casper","NATRONA","WY","82601","0006-5055-06","Molnupiravir","2021-12-24T00:00:00.000","2021-12-30T00:00:00.000","20","20","2022-01-13T00:00:00.000","POINT (-106.331942 42.845645)",
"CVS Store #09193","1380 43RD ST.","CVS Pharmacy","SAN DIEGO","SAN DIEGO","CA","92113","0069-1085-30","Paxlovid","2022-01-14T00:00:00.000","2021-12-29T00:00:00.000","140","34","2022-01-18T00:00:00.000","POINT (-117.102492 32.692042)","1497797690"
"CVS Store #10165","135 PIERCE ST.","CVS Pharmacy","DALY CITY","SAN MATEO","CA","94015","0006-5055-06","Molnupiravir","2021-12-28T00:00:00.000","2022-01-05T00:00:00.000","80","56","2022-01-18T00:00:00.000","POINT (-122.47263 37.686025)","1275971293"
"CVS Store #09785","2006 WEST AVENUE J","CVS Pharmacy","LANCASTER","LOS ANGELES","CA","93536","0006-5055-06","Molnupiravir","2022-01-14T00:00:00.000",,"860","300","2022-01-18T00:00:00.000","POINT (-118.166219 34.689371)","1497790307"
"TOWNCREST PHARMACY","2306 MUSCATINE AVE",,"IOWA CITY","JOHNSON","IA","52240","0006-5055-06","Molnupiravir","2022-01-04T00:00:00.000","2022-01-11T00:00:00.000","120","116","2022-01-17T00:00:00.000","POINT (-91.501902 41.649548)","1306825179"
"Walmart Pharmacy #5340","500 ROUTE 38",,"CHERRY HILL","CAMDEN","NJ","08002","0069-1085-30","Paxlovid","2022-01-14T00:00:00.000",,"20",,,"POINT (-75.046416 39.936301)","1336166479"
"V22 678 Tucson, AZ","3601 S. 6TH AVENUE","B57, Basement, Inpatient Pharmacy","TUCSON","PIMA","AZ","85723","0310-7442-02","Evusheld","2022-01-03T00:00:00.000","2022-01-11T00:00:00.000","24",,,"POINT (-110.96828 32.181307)",
"Rite Aid 05456","11321 NATIONAL BOULEVARD",,"LOS ANGELES","LOS ANGELES","CA","90064-3726","0069-1085-30","Paxlovid","2022-01-13T00:00:00.000","2022-01-17T00:00:00.000","100","68","2022-01-18T00:00:00.000","POINT (-118.432586 34.025697)",
"Walmart Pharmacy #286","700 E Ennis Ave",,"Ennis","ELLIS","TX","75119","0006-5055-06","Molnupiravir","2022-01-13T00:00:00.000",,"20",,,"POINT (-96.620445 32.331121)","1255358420"
"Walgreens Store #17144","59 HIGHWAY 15 N",,"JACKSON","BREATHITT","KY","41339","0006-5055-06","Molnupiravir","2022-01-12T00:00:00.000","2022-01-17T00:00:00.000","60","0","2022-01-18T00:00:00.000","POINT (-83.382617 37.557472)","1295258663"
"EDWARD M KENNEDY COMMUNITY HEALTH C","19 Tacoma Street",,"Worcester","WORCESTER","MA","01605","0069-1085-30","Paxlovid","2021-12-28T00:00:00.000","2022-01-06T00:00:00.000","20","16","2022-01-18T00:00:00.000","POINT (-71.765907 42.302433)",
"Walgreens Store #19427","403 GEORGE CLAUSS BLVD",,"SEVERN","ANNE ARUNDEL","MD","21144","0006-5055-06","Molnupiravir","2022-01-12T00:00:00.000","2022-01-15T00:00:00.000","160","0","2022-01-18T00:00:00.000","POINT (-76.64746 39.144)","1124542899"
"Walgreens Store #07572","2323 E NORTH ST",,"GREENVILLE","GREENVILLE","SC","29607","0006-5055-06","Molnupiravir","2022-01-11T00:00:00.000","2022-01-14T00:00:00.000","240","239","2022-01-18T00:00:00.000","POINT (-82.358976 34.86897)","1467467555"
"Food City Pharmacy","955-A East Stuart Drive","Food City Pharmacy #865","GALAX","GALAX CITY","VA","24333","0069-1085-30","Paxlovid","2021-12-27T00:00:00.000","2021-12-30T00:00:00.000","20","19","2022-01-10T00:00:00.000","POINT (-80.896211 36.679859)",
"ROME MEMORIAL HOSPITAL","1500 N JAMES ST",,"ROME","ONEIDA","NY","13440","0310-7442-02","Evusheld","2022-01-04T00:00:00.000","2021-12-28T00:00:00.000","48","23","2022-01-11T00:00:00.000","POINT (-75.444138 43.229108)",
"Peoples Drug Store","255 NC Hwy 16S",,"Taylorsville","ALEXANDER","NC","28681","0310-7442-02","Evusheld","2021-12-30T00:00:00.000","2022-01-12T00:00:00.000","24","21","2022-01-15T00:00:00.000","POINT (-81.177925 35.918469)",
"AURORA RETAIL PHARMACY 1120","9200 W LOOMIS RD","STE 210","FRANKLIN","MILWAUKEE","WI","53132","0006-5055-06","Molnupiravir","2022-01-14T00:00:00.000","2022-01-10T00:00:00.000","40","19","2022-01-15T00:00:00.000","POINT (-88.030239 42.899349)","1548294762"
"V10 553 Detroit, MI","4646 JOHN R STREET",,"DETROIT","WAYNE","MI","48201","0006-5055-06","Molnupiravir","2022-01-03T00:00:00.000","2022-01-10T00:00:00.000","40",,,"POINT (-83.06039 42.355162)",
"TRUMM DRUG GLENWOOD","7 FOURTH AVE W",,"GLENWOOD","POPE","MN","56334","0069-1085-30","Paxlovid","2021-12-29T00:00:00.000","2022-01-06T00:00:00.000","20",,,"POINT (-95.389288 45.646773)","1457411282"
"CVS Store #00091","8705 E SPEEDWAY BLVD","CVS Pharmacy","TUCSON","PIMA","AZ","85710","0069-1085-30","Paxlovid","2022-01-14T00:00:00.000","2021-12-29T00:00:00.000","160","0","2022-01-18T00:00:00.000","POINT (-110.806131 32.23556)","1659475549"
"Walmart Pharmacy #4497","1007 Red Farmer Dr",,"BESSEMER","JEFFERSON","AL","35023","0006-5055-06","Molnupiravir","2022-01-17T00:00:00.000",,"40","17","2022-01-18T00:00:00.000","POINT (-86.968863 33.458431)","1518114321"
"CVS Store #10232","5305 SOUTH 1900 WEST","CVS Pharmacy","ROY","WEBER","UT","84067","0006-5055-06","Molnupiravir","2022-01-12T00:00:00.000","2022-01-14T00:00:00.000","140","138","2022-01-18T00:00:00.000","POINT (-112.026032 41.166943)","1952735375"
"SIBLEY MEMORIAL HOSPITAL","5255 Loughboro Rd, NW",,"Washington","DISTRICT OF COLUMBIA","DC","20016","0310-7442-02","Evusheld","2022-01-13T00:00:00.000","2022-01-13T00:00:00.000","72","24","2022-01-18T00:00:00.000","POINT (-77.10894 38.935747)",
"633 MDSS/SGSM","73 Nealy Ave","Bldg 256","Langley AFB","HAMPTON CITY","VA","23665","0069-1085-30","Paxlovid","2022-01-06T00:00:00.000","2022-01-11T00:00:00.000","20",,,"POINT (-76.360551 37.070192)",
"CVS Store #07653","5120 WESTON ROAD","CVS Pharmacy","EVANSVILLE","VANDERBURGH","IN","47712","0006-5055-06","Molnupiravir","2022-01-14T00:00:00.000","2021-12-31T00:00:00.000","80","26","2022-01-18T00:00:00.000","POINT (-87.637852 37.977203)","1346343860"
"Walmart Pharmacy #2120","5396 State Highway 12",,"Norwich","CHENANGO","NY","13815","0069-1085-30","Paxlovid","2022-01-11T00:00:00.000","2022-01-13T00:00:00.000","40","20","2022-01-18T00:00:00.000","POINT (-75.529044 42.497643)","1144247388"
"Walmart Pharmacy #399","2440 Gilmer Rd",,"Longview","GREGG","TX","75604","0006-5055-06","Molnupiravir","2022-01-13T00:00:00.000","2022-01-17T00:00:00.000","20","20","2022-01-18T00:00:00.000","POINT (-94.788788 32.532322)","1912924184"
"Southern Cancer Center","29653 ANCHOR CROSS BLVD",,"DAPHNE","BALDWIN","AL","36526-9594","0310-7442-02","Evusheld","2021-12-30T00:00:00.000","2022-01-11T00:00:00.000","24","22","2022-01-17T00:00:00.000","POINT (-87.866268 30.657051)","1942391784"
"LAREDO MEDICAL CENTER","Laredo Medical Center Pharmacy","1700 E. Saunders St","Laredo","WEBB","TX","78041","0310-7442-02","Evusheld","2022-01-12T00:00:00.000","2022-01-06T00:00:00.000","144",,,,
"Walgreens Store #11816","7610 MCPHERSON RD",,"LAREDO","WEBB","TX","78041","0006-5055-06","Molnupiravir","2022-01-13T00:00:00.000",,"120","0","2022-01-18T00:00:00.000","POINT (-99.472762 27.572996)","1023251980"
"RXONE TOWER DR.","2600 TOWER DR.","STE 102","Monroe","OUACHITA","LA","71201","0006-5055-06","Molnupiravir","2021-12-29T00:00:00.000","2022-01-10T00:00:00.000","20","19","2022-01-14T00:00:00.000","POINT (-92.10051 32.526364)","1730136771"
"MAPLE GROVE HOSPITAL","9875 HOSPITAL DRIVE",,"MAPLE GROVE","HENNEPIN","MN","55369","0069-1085-30","Paxlovid","2022-01-14T00:00:00.000",,"20",,,"POINT (-93.479488 45.133376)",
"Lutheran Downtown Hospital","702 Van Buren Street",,"Fort Wayne","ALLEN","IN","46802","0069-1085-30","Paxlovid","2022-01-13T00:00:00.000","2021-12-29T00:00:00.000","40","22","2022-01-18T00:00:00.000","POINT (-85.150144 41.078533)",
"NORTH KANSAS CITY HOSPITAL","2800 CLAY EDWARDS DRIVE",,"North Kansas City","CLAY","MO","64116","0069-1085-30","Paxlovid","2022-01-12T00:00:00.000","2022-01-14T00:00:00.000","20",,,"POINT (-94.551852 39.15081)",
"Walgreens Store #03661","6768 HIGHWAY 6 S",,"HOUSTON","HARRIS","TX","77083","0006-5055-06","Molnupiravir","2022-01-13T00:00:00.000",,"260","18","2022-01-18T00:00:00.000","POINT (-95.644071 29.704365)","1083629083"
"Walgreens Store #12266","209 N 3RD ST",,"OAKLAND","GARRETT","MD","21550","0069-1085-30","Paxlovid","2022-01-12T00:00:00.000","2021-12-30T00:00:00.000","80","57","2022-01-18T00:00:00.000","POINT (-79.404098 39.413123)","1366674244"
"Yakima NBH Hlth Svcs - 8th St Clin","12 SOUTH 8TH STREET",,"YAKIMA","YAKIMA","WA","98901","0006-5055-06","Molnupiravir","2022-01-10T00:00:00.000",,"20",,,"POINT (-120.495087 46.603846)","1225085624"
"Jefferson Cherry Hill Hospital","2201 Chapel Avenue West","Pharmacy Department","Cherry Hill","CAMDEN","NJ","08002","0310-7442-02","Evusheld","2022-01-13T00:00:00.000",,"72",,,"POINT (-75.017145 39.929089)",
"AURORA RETAIL PHARMACY 1150","10400 75TH STREET",,"Kenosha","KENOSHA","WI","53142","0006-5055-06","Molnupiravir","2022-01-14T00:00:00.000",,"60","19","2022-01-17T00:00:00.000","POINT (-87.934099 42.56736)","1366476582"
"Walmart Pharmacy #2992","3217 Silverback Ln",,"Painted Post","STEUBEN","NY","14870","0006-5055-06","Molnupiravir","2022-01-11T00:00:00.000","2022-01-12T00:00:00.000","80","74","2022-01-18T00:00:00.000","POINT (-77.106265 42.155154)","1417974585"
"BOSTON MEDICAL CENTER PHARMACY DOCT","850 HARRISON AVE 1st floor","Yawkey Pharmacy","BOSTON","SUFFOLK","MA","02118","0310-7442-02","Evusheld","2022-01-13T00:00:00.000","2022-01-13T00:00:00.000","216","144","2022-01-18T00:00:00.000","POINT (-71.074855 42.335174)",
"TULSA ER AND HOSPITAL","717 W 71ST ST",,"TULSA","TULSA","OK","74132","0006-5055-06","Molnupiravir","2022-01-14T00:00:00.000",,"80","0","2022-01-12T00:00:00.000","POINT (-96.001828 36.061091)","1386101202"
"CLINICAS DE SALUD DEL PUEBLO","852 E Danenberg Dr",,"El Centro","IMPERIAL","CA","92243","0006-5055-06","Molnupiravir","2021-12-27T00:00:00.000","2022-01-10T00:00:00.000","60","60","2022-01-14T00:00:00.000","POINT (-115.52853 32.77224)","1487741773"
"CVS Store #07088","16961 BEACH BOULEVARD","CVS Pharmacy","HUNTINGTON BEACH","ORANGE","CA","92647","0006-5055-06","Molnupiravir","2022-01-14T00:00:00.000","2021-12-31T00:00:00.000","180","59","2022-01-18T00:00:00.000","POINT (-117.98921 33.715969)","1306193107"
"AURORA RETAIL PHARMACY 1030","414 DOCTORS CT","STE 100","OSHKOSH","WINNEBAGO","WI","54901","0006-5055-06","Molnupiravir","2022-01-03T00:00:00.000","2022-01-10T00:00:00.000","60","56","2022-01-18T00:00:00.000","POINT (-88.52853 44.042503)","1093749210"
