"hhs_id","ccn","facility_name","address","city","zip","fips_code","state","geohash","geocoded_hospital_address"
"H000030",,"University Of The Pacific Arthur A. Dugoni School Of Dentistry (Endodontic Residency Clinic)","155 5TH ST","SAN FRANCISCO","94103","06075","CA","37.782393,-122.405198","POINT (-122.405487 37.78193)"
"C450431-B","453038","St Davids Rehabilitation Hospital at St Davids Medical Center","919 E 32ND ST","AUSTIN","78705","48453","TX","30.290679,-97.726741","POINT (-97.72587 30.290447)"
"C222007-A","222007","HSL: NewBridge on the Charles (Dedham)","5000 GREAT MEADOW ROAD","DEDHAM","02026","25021","MA","42.266204,-71.195168","POINT (-71.195689 42.266941)"
"C520138-C","520138","Aurora St Lukes Medical Center of Aurora Health Care Metro","2900 W OKLAHOMA AVE","MILWAUKEE","53215","55079","WI","42.990371,-87.951585","POINT (-87.949132 42.988612)"
"C320092-A","320092","Albuquerque ER & Hospital","9310 COORS BLVD NW","ALBUQUERQUE","87114","35001","NM","35.183185,-106.66482","POINT (-106.665211 35.183483)"
"C451314-A","451314","WINKLER COUNTY MEMORIAL HOSPITAL","821 JEFFEE DRIVE","KERMIT","79745","48495","TX","31.849573,-103.09036","POINT (-103.089935 31.84979)"
"C251306-A","251306","Perry County General Hospital","206 BAY ST","RICHTON","39476","28111","MS","31.346325,-88.937967","POINT (-88.937392 31.347031)"
"C451352-A","451352","HARDEMAN COUNTY MEMORIAL HOSP","402 MERCER ST","QUANAH","79252","48197","TX","34.296852,-99.741869","POINT (-99.741056 34.296566)"
"C241327-A","241327","Sleepy Eye Medical Center (FKA Sleepy Eye Municipal Hospital)","400 FOURTH AVENUE NORTHWEST","SLEEPY EYE","56085","27015","MN","44.29943,-94.729247","POINT (-94.727318 44.299417)"
"C240014-A","240014","Northfield Hospital","2000 NORTH AVENUE","NORTHFIELD","55057","27037","MN","44.473659,-93.191746","POINT (-93.192912 44.47139)"
"C451347-B","451347","COLEMAN COUNTY MEDICAL CENTER",,,"79095","48087","TX",,"POINT (-100.233551 34.942401)"
"C210065-A","210065","Holy Cross Germantown Hospital","19801 OBSERVATION DRIVE","GERMANTOWN","20876","24031","MD","39.18202,-77.24317","POINT (-77.244299 39.180823)"
"C330049-A","330049","Northern Dutchess Hospital","6511 SPRINGBROOK AVENUE","RHINEBECK","12572","36027","NY","41.935307,-73.912753","POINT (-73.911774 41.934571)"
"C240066-A","240066","Lakeview Hospital","927 WEST CHURCHILL STREET","STILLWATER","55082","27163","MN","45.04806,-92.81824","POINT (-92.818489 45.048126)"
"C424011-A","424011","Patrick B Harris Psychiatric Hospital","130 HIGHWAY 252","ANDERSON","29622","45007","SC","34.520928,-82.65573","POINT (-82.568256 34.479407)"
"C400114-A","400114","Manati Medical Center","CALLE HERNANDEZ CARRION URB ATENAS","MANATI","00674","72091","PR","18.43,-66.48",
"C320065-A","320065","Lea Regional Medical Center","5419 N LOVINGTON HIGHWAY","HOBBS","88240","35025","NM","32.762793,-103.187061","POINT (-103.186034 32.765988)"
"C050228-A","050228","Zuckerberg San Francisco General Hospital (FKA San Francisco General Hospital)","1001 POTRERO AVENUE","SAN FRANCISCO","94110","06075","CA","37.755383,-122.40539","POINT (-122.406522 37.755332)"
"C040114-A","040114","Baptist Health - Little Rock","9601 INTERSTATE","LITTLE ROCK","72205","05119","AR","34.746129,-92.368837",
"C050071-A","050071","Kaiser Permanente Santa Clara Medical Center","700 LAWRENCE EXPRESSWAY","SANTA CLARA","95051","06085","CA","37.33572,-121.995842","POINT (-121.995767 37.335456)"
"C511316-A","511316","Grant Memorial Hospital","117 HOSPITAL DRIVE","PETERSBURG","26847","54023","WV","39.001184,-79.137204","POINT (-79.138066 39.001474)"
"C260183-A","260183","Saint Francis Medical Center (AKA Saint Francis Healthcare System)","211 ST FRANCIS DR","CAPE GIRARDEAU","63703","29031","MO","37.303577,-89.571249",
"C452028-A","452028","Kindred Hospital - Tarrant County Arlington","1000 N COOPER ST","ARLINGTON","76011","48439","TX","32.75127,-97.11387","POINT (-97.113808 32.750562)"
"C220080-A","220080","Holy Family Hospital - Methuen","70 EAST STREET","METHUEN","01844","25009","MA","42.727787,-71.168394","POINT (-71.166186 42.725494)"
"C454138-A","454138","Garland Behavioral Hospital","2300 MARIE CURIE BLVD 5TH FLOOR","GARLAND","75042","48113","TX","32.918788,-96.662265",
"C341316-A","341316","Highlands-Cashiers Hospital","190 HOSPITAL DRIVE","HIGHLANDS","28741","37113","NC","35.085894,-83.187225","POINT (-83.185672 35.086055)"
"C450399-A","450399","BROWNFIELD REGIONAL MEDICAL CENTER","705 EAST FELT STREET","BROWNFIELD","79316","48445","TX","33.175129,-102.245873","POINT (-102.267811 33.187102)"
"C452122-A","452122","El Paso LTAC Hospital","1221 N COTTON ST 3RD FLOOR","EL PASO","79902","48141","TX","31.783761,-106.474257","POINT (-106.473552 31.783699)"
"C451396-A","451396","BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO","200 W OLLIE","LLANO","78643","48299","TX","30.742896,-98.677641","POINT (-98.677996 30.743345)"
"C360175-A","360175","Clinton Memorial Hospital (AKA CMH Regional Health System)","610 W MAIN ST","WILMINGTON","45177","39027","OH","39.443612,-83.83895","POINT (-83.839926 39.445533)"
"C100150-B","100150","DEPOO HOSPITAL",,,"33040","12087","FL",,"POINT (-81.741697 24.571004)"
"C263029-A","263029","Mercy Rehabilitation Hospital St Louis (FKA St Johns Mercy Rehabilitation Hospi)","14561 NORTH OUTER FORTY","CHESTERFIELD","63017","29189","MO","38.6492,-90.533985","POINT (-90.533842 38.647676)"
"C450330-B","450330","OAK BEND MEDICAL CENTER WHARTON CAMPUS",,,"77488","48481","TX",,"POINT (-96.081649 29.297796)"
"C500024-A","500024","Providence St Peter Hospital","413 LILLY ROAD NE","OLYMPIA","98506","53067","WA","47.051325,-122.847115","POINT (-122.844427 47.052791)"
"C371307-A","371307","Cimarron Memorial Hospital","100 SOUTH ELLIS","BOISE CITY","73933","40025","OK","36.7307,-102.51175","POINT (-102.517536 36.728721)"
"C191307-A","191307","DEQUINCY MEMORIAL HOSPITAL","110 WEST 4TH STREET","DEQUINCY","70633","22019","LA","30.450573,-93.433728","POINT (-93.436864 30.451797)"
"C26004F-A","26004F","KANSAS CITY VA MEDICAL CENTER","4801 LINWOOD BLVD","KANSAS CITY","64128","29095","MO","39.06368,-94.527745","POINT (-94.527771 39.067261)"
"C220002-A","220002","Mount Auburn Hospital","330 MOUNT AUBURN STREET","CAMBRIDGE","02138","25017","MA","42.37494,-71.136","POINT (-71.134107 42.374917)"
"C464012-A","464012","Marian Center at St Joseph Villa","451 EAST BISHOP FEDERAL LANE","SALT LAKE CITY","84115","49035","UT","40.728209,-111.878123","POINT (-111.877574 40.728006)"
"C180035-A","180035","ST  ELIZABETH EDGEWOOD","1 MEDICAL VILLAGE DRIVE","EDGEWOOD","41017","21117","KY","39.010838,-84.560028","POINT (-84.561842 39.014683)"
"C450668-A","450668","THOP Sierra Campus (FKA Sierra Medical Center)","1625 MEDICAL CENTER DR","EL PASO","79902","48141","TX","31.77759,-106.480496","POINT (-106.47965 31.77867)"
"C452094-B","452094","POST ACUTE MEDICAL   REHAB",,,"77904","48469","TX",,"POINT (-97.006384 28.908192)"
"C490118-A","490118","Henrico Doctors Hospital","1602 SKIPWITH ROAD","RICHMOND","23229","51087","VA","37.603593,-77.54039","POINT (-77.537702 37.603156)"
"C330044-A","330044","Faxton St Lukes Healthcare - St Lukes Campus","1656 CHAMPLIN AVENUE","NEW HARTFD","13413","36065","NY","43.098112,-75.278792","POINT (-75.274328 43.095541)"
"C153025-A","153025","Encompass Health Deaconess Rehabilitation Hospital (FKA Healthsouth Deaconess Rehab)","9355 WARRICK TRAIL","NEWBURGH","47630","18173","IN","37.978551,-87.420129",
"C060116-A","060116","Good Samaritan Medical Center (FKA Exempla Good Samaritan Medical Center LLC)","200 EXEMPLA CIR","LAFAYETTE","80026","08013","CO","39.970757,-105.087383","POINT (-105.082979 39.970623)"
"C063035-A","063035","Vibra Hospital of Denver","8451 PEARL ST","THORNTON","80229","08001","CO","39.850155,-104.980373","POINT (-104.979306 39.8503)"
"C360143-A","360143","Marymount Hospital","12300 MCCRACKEN ROAD","GARFIELD HEIGHTS","44125","39035","OH","41.420011,-81.598611","POINT (-81.598167 41.422416)"
"C010039-B","010039","Huntsville Hospital","101 SIVLEY ROAD","HUNTSVILLE","35801","01089","AL","34.721053,-86.581804","POINT (-86.581547 34.721226)"
"C450475-A","450475","UT Health Henderson (FKA East Texas Medical Center - Henderson)","300 WILSON STREET","HENDERSON","75652","48401","TX","32.161747,-94.796085","POINT (-94.796003 32.161648)"
"C451312-A","451312","Rice Medical Center","600 SOUTH AUSTIN ROAD","EAGLE LAKE","77434","48089","TX","29.587677,-96.345532","POINT (-96.345941 29.588066)"
"C520030-A","520030","Aspirus Wausau Hospital","333 PINE RIDGE BLVD","WAUSAU","54401","55073","WI","44.965895,-89.668338","POINT (-89.670273 44.965842)"
"C450469-A","450469","Wilson N Jones Regional Medical Center (FKA Texas Health Presbyterian Hospital - WNJ)","500 N HIGHLAND AVENUE","SHERMAN","75091","48181","TX","33.635561,-96.60861","POINT (-96.622878 33.635721)"
"C452083-A","452083","Mid Jefferson Extended Care Hospital","2600 HIGHWAY 365","NEDERLAND","77627","48245","TX","29.95424,-93.98668","POINT (-93.985593 29.955401)"
"C393056-A","393056","Helen M Simpson Rehabilitation Hospital","4300 LONDONDERRY ROAD","HARRISBURG","17109","42043","PA","40.284536,-76.816853","POINT (-76.815807 40.282678)"
"C400122-A","400122","PROFESSIONAL HOSPITAL GUAYNABO INC","8 AVE LAS CUMBRES","GUAYNABO","00969","72061","PR","18.36727,-66.10366",
"C171335-A","171335","Stevens County Hospital","1006 S JACKSON","HUGOTON","67951","20189","KS","37.171113,-101.349413","POINT (-101.349755 37.170808)"
"C051305-A","051305","Mayers Memorial Hospital","43563 HWY 299 EAST","FALL RIVER MILLS","96028","06089","CA","41.02346,-121.425041","POINT (-121.424497 41.024139)"
"C241355-A","241355","Glencoe Regional Health Services","1805 HENNEPIN AVENUE NORTH","GLENCOE","55336","27085","MN","44.777879,-94.15318","POINT (-94.151697 44.778165)"
"C310064-B","310064","AtlantiCare Regional Medical Center - Atlantic City Campus","1925 PACIFIC AVE","ATLANTIC CITY","08401","34001","NJ","39.35787,-74.434","POINT (-74.433995 39.35777)"
"C32005F-A","32005F","VA NEW MEXICO HEALTHCARE SYSTEM","2100 RIDGECREST DR SE","ALBUQUERQUE","87101","35001","NM","35.095571,-106.64253","POINT (-106.583058 35.056951)"
"C351312-B",,"NORTHWOOD DEACONESS HEALTH CENTER","4 NORTH PARK STREET","NORTHWOOD","58267","38035","ND","47.734537,-97.574543","POINT (-97.574023 47.734823)"
"C320060-A","320060","Zuni Comprehensive Health Center","ROUTE 301 NORTH B STREET","ZUNI","87327","35031","NM","35.0804903,-108.8036139",
"C360354-A","360354","UC Health West Chester Hospital","7700 UNIVERSITY DRIVE","WEST CHESTER","45069","39017","OH","39.35696,-84.36753","POINT (-84.36717 39.358248)"
"C184015-A","184015","Central State Hospital","10510 LAGRANGE ROAD","LOUISVILLE","40223","21111","KY","38.27067,-85.55653","POINT (-85.557173 38.270676)"
"C500054-A","500054","Providence Sacred Heart Medical Center","101 WEST 8TH AVENUE","SPOKANE","99204","53063","WA","47.649126,-117.412972","POINT (-117.412168 47.64831)"
"C020018-B","020018","Toksook Bay Sub-regional Clinic","YKHC, 700 CHIEF EDDY HOFFMAN HIGHWAY","BETHEL","99559","02050","AK","60.8,-161.77",
"C250017-A","250017","Trace Regional Hospital","1002 EAST MADISON STREET","HOUSTON","38851","28017","MS","33.89491,-88.98559","POINT (-88.985085 33.89479)"
"C193031-A","193031","Encompass Health Rehabilitation Hospital of Alexandria (FKA HealthSouth Rehabilitation Hospital of Alexandria)","104 NORTH THIRD STREET","ALEXANDRIA","71301","22079","LA","31.317538,-92.452141","POINT (-92.45249 31.317155)"
"C160069-A","160069","MercyOne Dubuque Medical Center (FKA Mercy Medical Center - Dubuque)","250 MERCY DRIVE","DUBUQUE","52001","19061","IA","42.492806,-90.674387","POINT (-90.674358 42.492671)"
"C03013F-A","03013F","VA S. ARIZONA HEALTHCARE SYSTEM","3601 S 6TH AVE","TUCSON","85713","04019","AZ","32.180719,-110.964713","POINT (-110.96828 32.181307)"
"C351306-A","351306","COOPERSTOWN MEDICAL CENTER","1200 ROBERTS AVE NE","COOPERSTOWN","58425","38039","ND","47.445473,-98.119188","POINT (-98.11855 47.445626)"
"C450775-C","450775","HCA HOUSTON HEALTHCARE NORTH CYPRESS",,,"77090","48201","TX",,"POINT (-95.441161 30.006938)"
"C252005-A","252005","Select Specialty Hospital - Gulfport","4500 13TH STREET, 3RD FLOOR","GULFPORT","39501","28047","MS","30.368875,-89.116532","POINT (-89.114907 30.366928)"
"C673072-A","673072","COBALT HOUSTON HEIGHTS","1917 ASHLAND ST, FL 4","HOUSTON","77008","48201","TX","29.803679,-95.404396","POINT (-95.403641 29.803573)"
"C251316-A","251316","H C Watkins Memorial Hospital","605 SOUTH ARCHUSA AVENUE","QUITMAN","39355","28023","MS","32.03616,-88.72795","POINT (-88.727955 32.031229)"
"C290009-A","290009","Saint Marys Regional Medical Center (AKA Saint Marys Health Network)","235 W 6TH ST","RENO","89503","32031","NV","39.53211,-119.818414","POINT (-119.818243 39.531619)"
"C351315-A","351315","CHI Oakes Hospital","1200 N 7TH ST","OAKES","58474","38021","ND","46.14555,-98.09039","POINT (-98.090436 46.150679)"
"C290001-A","290001","RENOWN REGIONAL MEDICAL CENTER","1155 MILL STREET","RENO","89502","32031","NV","39.52614,-119.796133","POINT (-119.796721 39.524747)"
"C192008-A","192008","SAGE SPECIALTY HOSPITAL",,,"70726","22063","LA",,"POINT (-90.918032 30.45319)"
"C111311-A","111311","Jenkins County Medical Center (FKA Optim Jenkins Medical Center)","931 EAST WINTHROPE AVENUE","MILLEN","30442","13165","GA","32.80428,-81.934401","POINT (-81.934074 32.803678)"
"C390071-A","390071","UPMC Lock Haven (FKA UPMC Susquehanna Lock Haven)","24 CREE DRIVE","LOCK HAVEN","17745","42035","PA","41.131006,-77.47023","POINT (-77.470269 41.132788)"
"C111324-A","111324","Chatuge Regional Hospital","110 S MAIN STREET","HIAWASSEE","30546","13281","GA","34.947059,-83.752717","POINT (-83.754318 34.946282)"
"C254012-A","254012","Oceans Behavioral Hospital Biloxi","180 DEBUYS ROAD, BUILDING C","BILOXI","39531","28047","MS","30.391335,-88.998819","POINT (-89.001283 30.389801)"
"C440049-E","440049","LEBONHEUR CHILDREN S HOSPITAL",,,"38103","47157","TN",,"POINT (-90.053792 35.150736)"
"C450388-L","450388","OTTO KAISER MEMORIAL HOSPITAL",,,"78119","48255","TX",,"POINT (-97.832585 28.77223)"
"C673075-A","673075","COBALT REHABILITATION HOSPITAL","1600 E CLIFF DR","EL PASO","79902","48141","TX","31.776557,-106.479905","POINT (-106.479763 31.776912)"
"C312020-C","312020","Kindred Hospital New Jersey - Wayne","224 HAMBURG TPKE","WAYNE","07470","34031","NJ","40.946949,-74.203075","POINT (-74.205733 40.946443)"
"C450196-A","450196","Paris Regional Medical Center","865 DESHONG DR","PARIS","75460","48277","TX","33.687538,-95.547572","POINT (-95.547838 33.68753)"
"C374020-A","374020","Laureate Psychiatric Clinic and Hospital","6655 SOUTH YALE AVENUE","TULSA","74136","40143","OK","36.066285,-95.919236","POINT (-95.922075 36.06662)"
"C43005F-A","43005F","SIOUX FALLS VA MEDICAL CENTER","2501 W 22ND ST","SIOUX FALLS","57117","46099","SD","43.531239,-96.757621","POINT (-96.756508 43.533066)"
"C220162-A","220162","DANA FARBER CANCER INSTITUTE","450 BROOKLINE AVENUE","BOSTON","02115","25025","MA","42.337602,-71.10828",
"C360089-A","360089","Mercy Health - Tiffin Hospital","45 ST LAWRENCE DRIVE","TIFFIN","44883","39147","OH","41.103942,-83.218099","POINT (-83.216958 41.105233)"
"C522006-A","522006","Select Specialty Hospital - Milwaukee St Francis","3237 S 16TH ST","MILWAUKEE","53215","55079","WI","42.985669,-87.935797","POINT (-87.933837 42.98536)"
"C461301-A","461301","Fillmore Community Hospital (FKA Fillmore Community Medical Center)","674 SOUTH HIGHWAY 99","FILLMORE","84631","49027","UT","38.95472,-112.34053","POINT (-112.339469 38.95415)"
"C320067-A","320067","Guadalupe County Hospital","117 CAMINO DE VIDA, SUITE 100","SANTA ROSA","88435","35019","NM","34.935,-104.69096","POINT (-104.694468 34.929592)"
"C494031-A","494031","Newport News Behavioral Health Center","17579 WARWICK BLVD","NEWPORT NEWS","23603","51700","VA","37.204172,-76.584484","POINT (-76.582809 37.205446)"
"C310003-A","310003","Palisades Medical Center","7600 RIVER RD","NORTH BERGEN","07047","34017","NJ","40.793475,-73.996099","POINT (-73.995765 40.794166)"
"C194109-A","194109","COMPASS BEHAVIORAL CENTER OF HOUMA  INC","4701 WEST PARK AVENUE","HOUMA","70364","22109","LA","29.664816,-90.771231","POINT (-90.771723 29.664473)"
"C261321-A","261321","Hedrick Medical Center","2799 NORTH WASHINGTON STREET","CHILLICOTHE","64601","29117","MO","39.81839,-93.55248","POINT (-93.552621 39.817381)"
"C470011-A","470011","Brattleboro Memorial Hospital","17 BELMONT AVE","BRATTLEBORO","05301","50025","VT","42.843239,-72.565329","POINT (-72.564624 42.842067)"
"C171342-A","171342","Rush County Memorial Hospital","801 LOCUST ST","LA CROSSE","67548","20165","KS","38.530542,-99.317768","POINT (-99.316576 38.530465)"
"C171382-A","171382","Atchison Hospital","800 RAVIN HILL DRIVE","ATCHISON","66002","20005","KS","39.5214,-95.18473",
"C171341-A","171341","Hiawatha Community Hospital","300 UTAH STREET","HIAWATHA","66434","20013","KS","39.85211,-95.531084","POINT (-95.531196 39.85182)"
"C392027-B","392027","Kindred Hospital - Philadelphia","6129 PALMETTO ST","PHILADELPHIA","19111","42101","PA","40.046008,-75.096936","POINT (-75.097298 40.046207)"
"C140185-A","140185","Memorial Hospital Belleville","4500 MEMORIAL DR","BELLEVILLE","62226","17163","IL","38.550202,-90.021453","POINT (-90.020566 38.548909)"
"C390333-C","390333","AHN McCandless Neighborhood Hospital (Opening 2020)","8950 DUNCAN AVE","PITTSBURGH","15237","42003","PA","40.568136,-80.025773","POINT (-80.026074 40.568741)"
"C111333-A","111333","Jeff Davis Hospital","163 SOUTH TALLAHASSEE STREET","HAZLEHURST","31539","13161","GA","31.85899,-82.60604","POINT (-82.607584 31.857727)"
"C161323-A","161323","MITCHELL COUNTY REGIONAL HEALTH CENTER","616 NORTH EIGHTH STREET","OSAGE","50461","19131","IA","43.289492,-92.808645","POINT (-92.809482 43.289076)"
"C360107-A","360107","Bellevue Hospital","1400 WEST MAIN STREET","BELLEVUE","44811","39143","OH","41.287641,-82.878893","POINT (-82.882559 41.28508)"
"C364052-A","364052","ClearVista Health and Wellness","3364 KOLBE ROAD","LORAIN","44053","39093","OH","41.439386,-82.236006","POINT (-82.235344 41.439235)"
"C100073-A","100073","Holy Cross Hospital","4725 N FEDERAL HWY","FORT LAUDERDALE","33308","12011","FL","26.187091,-80.119529","POINT (-80.117714 26.185294)"
"C673054-A","673054","Encompass Health Rehabilitation Hospital of Austin (FKA HealthSouth Rehabilitation Hospital of South Austin)","330 W BEN WHITE BLVD","AUSTIN","78704","48453","TX","30.22584,-97.766347","POINT (-97.766608 30.225441)"
"C443028-A","443028","Vanderbilt Stallworth Rehabilitation Hospital","2201 CHILDRENS WAY","NASHVILLE","37212","47037","TN","36.138343,-86.802089","POINT (-86.802165 36.138788)"
"C670107-A","670107","BAYLOR EMERGENCY MC   BURLESON","12500 SOUTH FWY,","BURLESON","76028","48251","TX","32.575535,-97.321214","POINT (-97.320743 32.575978)"
"C454100-A","454100","EL PASO PSYCHIATRIC CENTER","4615 ALAMEDA AVENUE","EL PASO","79905","48141","TX","31.771738,-106.436208","POINT (-106.435967 31.771276)"
"C172005-A","172005","Select Specialty Hospital - Kansas City","1731 NORTH 90TH STREET","KANSAS CITY","66112","20209","KS","39.124089,-94.786938","POINT (-94.788552 39.124527)"
"C181309-A","181309","CASEY COUNTY HOSPITAL","187 WOLFORD AVENUE","LIBERTY","42539","21045","KY","37.316702,-84.932563","POINT (-84.931945 37.317573)"
"C452119-A","452119","SELECT SPECIALTY HOSP  DALLAS  DOWNTOWN",,,"75246","48113","TX",,"POINT (-96.772928 32.792926)"
"C492001-A","492001","Lake Taylor Transitional Care Hospital","1309 KEMPSVILLE ROAD","NORFOLK","23502","51710","VA","36.866946,-76.205914","POINT (-76.20437 36.8672)"
"C450617-B","450617","Mainland Medical Center (AKA HCA Houston Healthcare Mainland)","6801 EMMETT F LOWRY EXPY","TEXAS CITY","77591","48167","TX","29.393766,-94.986768","POINT (-94.987076 29.395307)"
"C393031-A","393031","Encompass Health Rehabilitation Hospital of Mechanicsburg (FKA HealthSouth Rehabilitation Hospital of Mechanicsburg)","175 LANCASTER BOULEVARD","MECHANICSBURG","17055","42041","PA","40.211151,-76.974038","POINT (-76.974755 40.210875)"
"C461306-A","461306","Gunnison Valley Hospital","64 EAST 100 NORTH","GUNNISON","84634","49039","UT","39.156243,-111.816372","POINT (-111.815854 39.15665)"
"C350002-B",,"CHI ST ALEXIUS HEALTH","900 E BROADWAY","BISMARCK","58501","38015","ND","46.807257,-100.777785","POINT (-100.777075 46.806369)"
"C110023-A","110023","AdventHealth Gordon (FKA Gordon Hospital)","1035 RED BUD ROAD","CALHOUN","30701","13129","GA","34.510218,-84.926302","POINT (-84.925326 34.511877)"
"C260005-B","260005","SSM Health St Joseph Hospital - Wentzville","500 MEDICAL DR","WENTZVILLE","63385","29183","MO","38.822138,-90.880918","POINT (-90.880663 38.822781)"
"C060014-A","060014","Presbyterian/St Lukes Medical Center","1719 E 19TH AVE","DENVER","80218","08031","CO","39.747172,-104.967686","POINT (-104.967175 39.746089)"
"C361333-A","361333","Fulton County Health Center","725 SOUTH SHOOP AVENUE","WAUSEON","43567","39051","OH","41.537735,-84.131621","POINT (-84.134282 41.539023)"
"C141329-A","141329","Morrison Community Hospital","303 N JACKSON STREET","MORRISON","61270","17195","IL","41.808994,-89.957972","POINT (-89.956692 41.808929)"
"C241358-A","241358","Cass Lake Indian Health Service Unit (AKA Cass Lake Hospital)","425 7TH STREET NW","CASS LAKE","56633","27021","MN","47.38442,-94.608985","POINT (-94.609511 47.384093)"
"C190064-C","190064","EDO   OLOL LIVINGSTON",,,"70785","22063","LA",,"POINT (-90.84124 30.533001)"
"C370018-A","370018","Ascension Jane Phillips Medical Center (FKA Jane Phillips Memorial Medical Center)","3500 EAST FRANK PHILLIPS BOULEVARD","BARTLESVILLE","74006","40147","OK","36.752827,-95.938385","POINT (-95.939698 36.750676)"
"C340003-A","340003","Northern Regional Hospital","830 ROCKFORD ST","MOUNT AIRY","27030","37171","NC","36.488288,-80.612217","POINT (-80.611181 36.488418)"
"C220060-A","220060","Beth Israel Deaconess Hospital - Plymouth","275 SANDWICH STREET","PLYMOUTH","02360","25023","MA","41.943032,-70.645256","POINT (-70.644838 41.944313)"
"C100288-A","100288","St Marys Medical Center","901 45TH ST","WEST PALM BEACH","33407","12099","FL","26.757801,-80.065473","POINT (-80.062856 26.753212)"
"C140034-A","140034","SSM Health St Marys Hospital - Centralia (FKA St Marys Good Samaritan Inc - Centralia Campus)","400 NORTH PLEASANT AVENUE","CENTRALIA","62801","17121","IL","38.530937,-89.117809","POINT (-89.115999 38.530841)"
"C36001F-A","36001F","CLEVELAND-WADE PARK VA MEDICAL CENTER","10701 EAST BOULEVARD","CLEVELAND","44106","39035","OH","41.51275,-81.61258","POINT (-81.613449 41.51253)"
"C050782-A","050782","Casa Colina Hospital and Centers for Healthcare (FKA Casa Colina Hospital for Rehab Medicine)","255 E BONITA AVE","POMONA","91767","06037","CA","34.097679,-117.746922","POINT (-117.746864 34.097763)"
"C264010-A","264010","St. Louis Forensic Treatment Center- North","5351 DELMAR BLVD","SAINT LOUIS","63112","29510","MO","38.653831,-90.275868","POINT (-90.276095 38.65319)"
"C330286-A","330286","Good Samaritan Hospital Medical Center","1000 MONTAUK HIGHWAY","WEST ISLIP","11795","36103","NY","40.694087,-73.294465","POINT (-73.294768 40.695844)"
"C381301-A","381301","PeaceHealth Cottage Grove Community Medical Center (FKA Cottage Grove Community Hospital)","1515 VILLAGE DRIVE","COTTAGE GROVE","97424","41039","OR","43.803701,-123.039637","POINT (-123.038676 43.803837)"
"C131305-A","131305","Steele Memorial Medical Center","203 SOUTH DAISY STREET PO BOX 700","SALMON","83467","16059","ID","45.173175,-113.891795","POINT (-113.891073 45.173114)"
"C492008-A","492008","Select Specialty Hospital - Hampton Roads","500 J CLYDE MORRIS BLVD - 4TH FLOOR","NEWPORT NEWS","23601","51700","VA","37.095062,-76.458536","POINT (-76.484685 37.064953)"
"C220066-A","220066","Mercy Medical Center","271 CAREW STREET","SPRINGFIELD","01104","25013","MA","42.115545,-72.593225","POINT (-72.595607 42.115296)"
"C361319-A","361319","Selby General Hospital Campus","1106 COLEGATE DRIVE","MARIETTA","45750","39167","OH","39.439752,-81.444267","POINT (-81.445149 39.43937)"
"C03033F-A","03033F","VA NORTHERN ARIZONA HEALTHCARE SYSTEM","500 HIGHWAY 89 NORTH","PRESCOTT","86313","04025","AZ","34.555423,-112.452016","POINT (-112.452652 34.554604)"
"C462003-A","462003","South Davis Community Hospital","485 EAST 500 SOUTH","BOUNTIFUL","84010","49011","UT","40.88461,-111.870924","POINT (-111.871125 40.884316)"
"C110132-A","110132","Memorial Hospital and Manor","1500 E SHOTWELL STREET","BAINBRIDGE","39819","13087","GA","30.903763,-84.553683","POINT (-84.55259 30.903823)"
"C050551-A","050551","Los Alamitos Medical Center","3751 KATELLA AVENUE","LOS ALAMITOS","90720","06059","CA","33.804414,-118.066647","POINT (-118.067276 33.803175)"
"C050382-A","050382","Emanate Health Queen of the Valley Hospital (FKA Queen of the Valley Hospital)","1115 S SUNSET AVE","WEST COVINA","91790","06037","CA","34.064653,-117.944464","POINT (-117.944912 34.062616)"
"C190065-A","190065","Baton Rouge General Medical Center - Mid City Campus","3600 FLORIDA BLVD","BATON ROUGE","70806","22033","LA","30.449306,-91.153118","POINT (-91.154638 30.450336)"
"C511303-A","511303","Minnie Hamilton Health Care Center CAH (AKA Minnie Hamilton Health System)","186 HOSPITAL DRIVE","GRANTSVILLE","26147","54013","WV","38.922658,-81.09363","POINT (-81.091891 38.923796)"
"C030112-A","030112","Dignity Health Arizona Specialty Hospital (FKA Arizona Orthopedic Surgical Hospital)","2905 WEST WARNER ROAD, SUITE 1","CHANDLER","85224","04013","AZ","33.333929,-111.891199","POINT (-111.890537 33.334855)"
"C231306-A","231306","Mackinac Straits Health System","1140 N STATE STREET","SAINT IGNACE","49781","26097","MI","45.852776,-84.706415","POINT (-84.727559 45.890989)"
"C450788-E","450788","CORPUS CHRISTI MED CTR   BAY AREA",,,"78411","48355","TX",,"POINT (-97.385834 27.730732)"
"C050609-B","050609","Kaiser Permanente - Orange County Irvine Medical Center","6640 ALTON PKWY","IRVINE","92618","06059","CA","33.658346,-117.774705","POINT (-117.774343 33.65951)"
"C452060-A","452060","Vibra Hospital of Amarillo (FKA Kindred Hospital Amarillo)","7500 WALLACE BLVD","AMARILLO","79120","48375","TX","35.190706,-101.818425","POINT (-101.926233 35.194672)"
"C371318-A","371318","Fairfax Community Hospital","40 HOSPITAL ROAD","FAIRFAX","74637","40113","OK","36.56271,-96.70547","POINT (-96.705262 36.563619)"
"C521333-A","521333","Black River Memorial Hospital","711 W ADAMS ST","BLACK RIVER FALLS","54615","55053","WI","44.303791,-90.856946","POINT (-90.855669 44.302386)"
