provider_name,address1,address2,city,county,state_code,zip,national_drug_code,order_label,last_order_date,last_date_delivered,total_courses,courses_available,courses_available_date,geocoded_address,npi
Rocky Mountain Senior Care,5920 McIntyre St,,Golden,Jefferson,CO,80403,0310-7442-02,Evusheld,2022-01-31T00:00:00.000,,24,,,POINT (-105.174626 39.80293),
Alpine Pharmacy,8600 W. 14th Ave,Suite 4,Lakewood,Jefferson,CO,80215,0310-7442-02,Evusheld,2022-01-21T00:00:00.000,2022-01-27T00:00:00.000,24,24.0,2022-01-31T00:00:00.000,POINT (-105.093382 39.738398),
MPP Infusion Centers - Denver,198 Union Blvd,Ste 100,Lakewood,Jefferson,CO,80228,0310-7442-02,Evusheld,2022-02-01T00:00:00.000,,24,,,POINT (-105.133071 39.712033),
CCAO WHEAT RIDGE,3455 N Lutheran Pkwy,BLDG 8 STE 100,Wheat Ridge,Jefferson,CO,80033,0310-7442-02,Evusheld,2022-01-27T00:00:00.000,2022-02-01T00:00:00.000,24,,,POINT (-105.088645 39.765883),
ESTES PARK HEALTH,555 PROSPECT AVE,PHARMACY,Estes Park,Larimer,CO,80517,0310-7442-02,Evusheld,2021-12-30T00:00:00.000,2022-01-12T00:00:00.000,48,,,POINT (-105.514088 40.372259),
BANNER FT COLLINS MEDICAL CENTER HO,4700 LADY MOON DR,,Fort Collins,Larimer,CO,80528,0310-7442-02,Evusheld,2022-01-25T00:00:00.000,2022-01-26T00:00:00.000,48,24.0,2022-01-24T00:00:00.000,POINT (-105.010885 40.521117),
POUDRE INFUSION THERAPY LLC,915 Centre Ave,Ste 3,Fort Collins,Larimer,CO,80526,0310-7442-02,Evusheld,2022-01-24T00:00:00.000,2022-02-01T00:00:00.000,24,24.0,2022-02-03T00:00:00.000,POINT (-105.0935 40.555536),1912909987.0
UCHealth ER Harmony Campus,4630 Snow Mesa Drive,,Fort Collins,Larimer,CO,80528,0310-7442-02,Evusheld,2022-01-25T00:00:00.000,2022-02-01T00:00:00.000,72,,,POINT (-105.031843 40.521993),
BANNER MCKEE MEDICAL CENTER,2000 BOISE AVE,,Loveland,Larimer,CO,80538,0310-7442-02,Evusheld,2022-01-31T00:00:00.000,,24,,,POINT (-105.053604 40.413212),
UCHEALTH MEDICAL CENTER OF THE ROCK,2500 ROCKY MOUNTAIN AVE,,Loveland,Larimer,CO,80538,0310-7442-02,Evusheld,2022-01-14T00:00:00.000,2022-01-21T00:00:00.000,24,,,POINT (-105.001451 40.415194),
BANNER HEALTH CENTER STERLING,615 Fairhurst Sterling,,Sterling,Logan,CO,80751,0310-7442-02,Evusheld,2022-01-13T00:00:00.000,2022-01-20T00:00:00.000,24,24.0,2022-01-20T00:00:00.000,POINT (-103.220685 40.61368),
COLORADO CANYONS HOSPITAL,300 W Ottley Ave,,Fruita,Mesa,CO,81521,0310-7442-02,Evusheld,2022-02-01T00:00:00.000,,24,24.0,2022-02-03T00:00:00.000,POINT (-108.736862 39.164335),
SCL HEALTH ST. MARYS HOSPITAL,2635 N 7TH ST,PHARMACY,Grand Junction,Mesa,CO,81501,0310-7442-02,Evusheld,2022-01-13T00:00:00.000,2022-01-20T00:00:00.000,48,48.0,2022-01-27T00:00:00.000,POINT (-108.561457 39.090645),
ST. FRANCIS MEDICAL CENTER,6001 E WOODMEN RD,,Colorado Springs,Mohave,CO,80923,0310-7442-02,Evusheld,2022-01-13T00:00:00.000,2022-01-20T00:00:00.000,24,,,POINT (-104.715889 38.940256),
SOUTHWEST MEMORIAL HOSPITAL,1311 N MILDRED RD,,Cortez,Montezuma,CO,81321,0310-7442-02,Evusheld,2022-01-13T00:00:00.000,2022-01-20T00:00:00.000,24,23.0,2022-02-04T00:00:00.000,POINT (-108.572739 37.362097),1386917862.0
MONTROSE REGIONAL HEALTH,800 S 3RD ST,PHARMACY,Montrose,Montrose,CO,81401,0310-7442-02,Evusheld,2022-01-31T00:00:00.000,,24,,,POINT (-107.86879 38.480897),
BANNER EAST MORGAN COUNTY HOSPITAL,2400 Edison St,,Brush,Morgan,CO,80723,0310-7442-02,Evusheld,2022-01-19T00:00:00.000,2022-01-26T00:00:00.000,24,24.0,2022-02-04T00:00:00.000,POINT (-103.649641 40.254733),
PROWERS MEDICAL CENTER,401 KENDALL DR.,,Lamar,Prowers,CO,81052,0310-7442-02,Evusheld,2022-01-24T00:00:00.000,2022-02-01T00:00:00.000,24,24.0,2022-02-04T00:00:00.000,POINT (-102.609068 38.070915),
RANGELY PHARMACY,225 EAGLE CREST STREET,,Rangely,Rio Blanco,CO,81648,0310-7442-02,Evusheld,2022-01-31T00:00:00.000,,24,24.0,2022-02-03T00:00:00.000,POINT (-108.800657 40.08321),
UCHEALTH YAMPA VALLEY MEDICAL CENTE,1024 CENTRAL PARK DR,,Steamboat Springs,Routt,CO,80487,0310-7442-02,Evusheld,2022-01-25T00:00:00.000,2022-02-01T00:00:00.000,24,,,POINT (-106.814412 40.462418),
NORTH COLORADO MEDICAL CENTER,1801 16TH ST.,,Greeley,Weld,CO,80631,0310-7442-02,Evusheld,2022-01-14T00:00:00.000,2022-01-21T00:00:00.000,24,24.0,2022-01-25T00:00:00.000,POINT (-104.709429 40.413834),
YUMA DISTRICT HOSPITAL,1000 W 8TH AVE,,Yuma,Yuma,CO,80759,0310-7442-02,Evusheld,2022-01-31T00:00:00.000,,24,,,POINT (-102.73698 40.118445),
STAMFORD HOSPITAL,1 HOSPITAL PLAZA,GROUND FLOOR,Stamford,Fairfield,CT,06902,0310-7442-02,Evusheld,2022-01-28T00:00:00.000,2022-02-01T00:00:00.000,192,92.0,2022-02-04T00:00:00.000,POINT (-73.553932 41.054692),
BRISTOL HOSPITAL,41 BREWSTER RD,,Bristol,Hartford,CT,06010-5161,0310-7442-02,Evusheld,2021-12-20T00:00:00.000,2021-12-22T00:00:00.000,24,24.0,2022-02-02T00:00:00.000,POINT (-72.935261 41.676015),
UConn Health Center John Dempsey,263 FARMINGTON AVENUE,,Farmington,Hartford,CT,06032,0310-7442-02,Evusheld,2022-01-28T00:00:00.000,2022-02-01T00:00:00.000,168,149.0,2022-02-03T00:00:00.000,POINT (-72.79582 41.73509),
HARTFORD HOSPITAL/MAIN HOSPITAL,75 Jefferson St,,Hartford,Hartford,CT,06115,0310-7442-02,Evusheld,2022-01-20T00:00:00.000,2022-01-25T00:00:00.000,984,566.0,2022-02-04T00:00:00.000,POINT (-72.680184 41.755412),
MANCHESTER MEMORIAL HOSPITAL,71 Haynes,BSMT,Manchester,Hartford,CT,06040,0310-7442-02,Evusheld,2022-01-28T00:00:00.000,2022-02-01T00:00:00.000,144,91.0,2022-02-03T00:00:00.000,POINT (-72.525161 41.781094),
MIDDLESEX HOSPITAL,28 CRESCENT ST,,Middletown,Middlesex,CT,06457-3654,0310-7442-02,Evusheld,2021-12-29T00:00:00.000,2022-01-05T00:00:00.000,48,34.0,2022-02-03T00:00:00.000,POINT (-72.647938 41.55479),
GRIFFIN HOSPITAL,130 DIVISION ST,,Derby,New Haven,CT,06418,0310-7442-02,Evusheld,2021-12-29T00:00:00.000,2022-01-05T00:00:00.000,48,24.0,2022-02-03T00:00:00.000,POINT (-73.088689 41.335978),
CNMC-MAIN HOSPITAL PHARMACY,111 MICHIGAN AVE. NW MAIN BUILDING,4TH FLOOR - PHARMACY,Washington,District Of Columbia,DC,20010,0310-7442-02,Evusheld,2022-01-13T00:00:00.000,2022-01-20T00:00:00.000,72,,,,1780800128.0
GWU Hospital Pharmacy,"900  23rd Street NW, B-1018",,Washington,District Of Columbia,DC,20037,0310-7442-02,Evusheld,2022-02-02T00:00:00.000,2022-01-28T00:00:00.000,216,,,POINT (-77.050119 38.901169),
Howard University Hospital,2041 Georgia Avenue,Pharmacy BB06,Washington,District Of Columbia,DC,20060,0310-7442-02,Evusheld,2022-01-06T00:00:00.000,2022-01-13T00:00:00.000,48,,,POINT (-77.021896 38.916966),
MEDSTAR GEORGETOWN UNIVER HOSPITAL,"3800 RESERVOIR RD NW,",Bles Bldg Rm BG 010,Washington,District Of Columbia,DC,20007,0310-7442-02,Evusheld,2022-01-27T00:00:00.000,2022-01-25T00:00:00.000,144,72.0,2022-02-04T00:00:00.000,POINT (-77.074388 38.912599),
MEDSTAR WASHINGTON HOSPITAL CENTER,110 Irving Street N.W. Room,B135,Washington,District Of Columbia,DC,20010,0310-7442-02,Evusheld,2022-02-02T00:00:00.000,2022-02-01T00:00:00.000,312,,,POINT (-77.012268 38.929157),
SIBLEY MEMORIAL HOSPITAL,"5255 Loughboro Rd, NW",,Washington,District Of Columbia,DC,20016,0310-7442-02,Evusheld,2022-01-13T00:00:00.000,2022-01-19T00:00:00.000,72,37.0,2022-02-04T00:00:00.000,POINT (-77.10894 38.935747),
United Medical Center Hospital Phar,"1310 Southern Ave. SE, Room G052","Dept. Pharmacy, G052",Washington,District Of Columbia,DC,20032,0310-7442-02,Evusheld,2022-01-26T00:00:00.000,2022-02-01T00:00:00.000,24,,,POINT (-76.983556 38.835058),
"V04 460 Wilmington, DE",1601 KIRKWOOD HIGHWAY 000,,Wilmington,New Castle,DE,19805,0310-7442-02,Evusheld,2022-02-02T00:00:00.000,2022-01-13T00:00:00.000,48,,,POINT (-75.605235 39.738795),
UF HEALTH PHARMACY GNV,1600 SW ARCHER RD,RM DG-16 PHARMACY STORES,Gainesville,Alachua,FL,32610,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,2022-01-20T00:00:00.000,1176,803.0,2022-02-01T00:00:00.000,POINT (-82.343465 29.639183),1699874248.0
"V08 573 Gainesville, FL",1601 SW ARCHER RD,Attn Pharmacy (119),Gainesville,Alachua,FL,32608,0310-7442-02,Evusheld,2022-01-03T00:00:00.000,2022-01-11T00:00:00.000,24,,,POINT (-82.345877 29.638215),
BROWARD HEALTH CORAL SPRINGS,3000 CORAL HILLS DRIVE,Hospital Rx Dept,Coral Springs,Broward,FL,33065,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,,288,,,POINT (-80.254158 26.268235),
BROWARD HEALTH NORTH,201 EAST SAMPLE ROAD,Hospital Rx Dept.,Deerfield Beach,Broward,FL,33064,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,,288,,,POINT (-80.120719 26.275137),
BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HIGHWAY,Inpatient Hospital Rx Dept.,Fort Lauderdale,Broward,FL,33308,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,,504,,,POINT (-80.108043 26.206937),
ICARE MOBILE MEDICINE COOPER CITY,2525 EMBASSY DR,SUITE 5,Hollywood,Broward,FL,33026,0310-7442-02,Evusheld,2022-01-07T00:00:00.000,2022-01-13T00:00:00.000,768,466.0,2022-01-26T00:00:00.000,POINT (-80.288048 26.031708),1376215111.0
JOE DIMAGGIO CHILDRENS HOSPITAL,1005 JOE DIMAGGIO DRIVE,,Hollywood,Broward,FL,33021,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,2022-02-01T00:00:00.000,456,384.0,2022-02-04T00:00:00.000,POINT (-80.178819 26.019559),1780667923.0
MEMORIAL REG HOSPITAL SOUTH,3600 WASHINGTON STREET,SOUTH PHARMACY,Hollywood,Broward,FL,33021,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,,288,216.0,2022-02-04T00:00:00.000,POINT (-80.17997 26.003051),1780667923.0
MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON ST,INPATIENT PHARMACY (2nd Floor),Hollywood,Broward,FL,33021,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,2022-02-01T00:00:00.000,456,384.0,2022-02-04T00:00:00.000,POINT (-80.178865 26.018262),1780667923.0
SEMINOLE CLINIC - HOLLYWOOD,6401 Sheridan Street,,Hollywood,Broward,FL,33024,0310-7442-02,Evusheld,2022-01-13T00:00:00.000,2022-01-20T00:00:00.000,24,24.0,2022-02-03T00:00:00.000,POINT (-80.216558 26.032023),
MEMORIAL HOSPITAL WEST,703 N FLAMINGO RD,ATTN: INPATIENT PHARMACY,Pembroke Pines,Broward,FL,33028,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,2022-02-01T00:00:00.000,672,330.0,2022-02-04T00:00:00.000,POINT (-80.309457 26.013281),1134102080.0
CCF WESTON HOSPITAL,2950 CLEVELAND CLINIC BLVD,INPATIENT PHARMACY,Weston,Broward,FL,33331,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,2022-01-21T00:00:00.000,744,536.0,2022-01-28T00:00:00.000,POINT (-80.36461 26.08096),
CRUCIAL CARE,11048 baymeadows rd,,Jacksonville,Duval,FL,32256,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,2022-01-21T00:00:00.000,264,,,POINT (-81.515921 30.215821),1851310692.0
BAPTIST HOSPITAL,1000 W MORENO ST.,,Pensacola,Escambia,FL,32501,0310-7442-02,Evusheld,2021-12-29T00:00:00.000,2022-01-05T00:00:00.000,120,,,POINT (-87.231938 30.428669),1700979465.0
DELIVERXD,"4104 W Linebaugh Ave, Suite 200",,Tampa,Hillsborough,FL,33624,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,,504,,,POINT (-82.511481 28.040079),1558807495.0
TAMPA GENERAL HOSPITAL,1 Tampa General Circle,Department of Pharmacy,Tampa,Hillsborough,FL,33606,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,2022-01-20T00:00:00.000,1104,645.0,2022-02-03T00:00:00.000,POINT (-82.459297 27.937291),
Cleveland Clinic Indian River Hosp,1000 36th St.,,Vero Beach,Indian River,FL,32960,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,,504,,,POINT (-80.396876 27.658443),1376512988.0
TALLAHASSEE MEMORIAL HEALTHCARE,1300 MICCOSUKEE ROAD,,Tallahassee,Leon,FL,32308,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,2022-01-21T00:00:00.000,552,262.0,2022-02-04T00:00:00.000,POINT (-84.261393 30.455974),
OCALA HEALTH SYSTEMS,1431 SW 1st Ave,,Ocala,Marion,FL,34471,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,2022-01-21T00:00:00.000,984,847.0,2022-02-04T00:00:00.000,POINT (-82.137838 29.174636),
Cleveland Clinic Martin Health,200 SE HOSPITAL AVE.,,Stuart,Martin,FL,34994,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,,504,,,POINT (-80.243058 27.199467),
FL CTR ALLERGY ASTHMA CARE,21150 BISCAYNE BLVD,SUITE 408,Aventura,Miami Dade,FL,33180,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,,288,,,POINT (-80.143739 25.970962),1346204690.0
BAPTIST HEALTH SPECIALTY PHARMACY,8900 N KENDALL DR,ATTN: MCI BLDG 2ND FLOOR PHARM,Miami,Miami Dade,FL,33176,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,2022-02-01T00:00:00.000,696,,,POINT (-80.339257 25.687775),
JACKSON MEMORIAL HOSPITAL,1611 NW 12th Ave,PHARM WEST WING BASEMENT 26A,Miami,Miami Dade,FL,33136,0310-7442-02,Evusheld,2022-01-14T00:00:00.000,2022-01-21T00:00:00.000,1008,,,POINT (-80.214946 25.790644),1679647176.0
MICCOSUKEE TRIBE OF INDIANS OF FL,37700 SW 8th St,,Miami,Miami Dade,FL,33194,0310-7442-02,Evusheld,2022-01-19T00:00:00.000,2022-01-25T00:00:00.000,24,24.0,2022-02-02T00:00:00.000,,
Nicklaus Childrens Hospital,3100 SW 62 AVE,,Miami,Miami Dade,FL,33155-3009,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,2022-02-01T00:00:00.000,456,,,POINT (-80.295178 25.742578),1538239553.0
UMiamiHealth - Sylvester CC Alencar,1475 NW 12th. Ave Room 2080A,UMHC/SCCC Pharmacy,Miami,Miami Dade,FL,33136,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,2022-01-21T00:00:00.000,1104,742.0,2022-02-04T00:00:00.000,POINT (-80.21493 25.78821),1417159633.0
ADVENTHEALTH APOPKA,2100 OCOEE APOPKA ROAD,C/O INPATIENT PHARMACY,Apopka,Orange,FL,32703,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,2022-01-20T00:00:00.000,1248,1078.0,2022-01-31T00:00:00.000,POINT (-81.538151 28.649092),1306938071.0
ADVENTHEALTH EAST ORLANDO,7727 LAKE UNDERHILL ROAD,C/O INPATIENT PHARMACY,Orlando,Orange,FL,32822,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,,504,,2022-01-24T00:00:00.000,POINT (-81.281899 28.539236),1306938071.0
Wellington Regional Medical Center,10101 FOREST HILL BLVD,,Wellington,Palm Beach,FL,33414,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,,288,,,POINT (-80.204883 26.650806),1720078702.0
"V08 548 West Palm Beach, FL",7305 NORTH MILITARY TRAIL,,West Palm Beach,Palm Beach,FL,33410,0310-7442-02,Evusheld,2022-01-06T00:00:00.000,2022-01-13T00:00:00.000,24,,,POINT (-80.107329 26.784077),
SARASOTA MEMORIAL HOSPITAL,1700 SOUTH TAMIAMI TRAIL,AttL Pharmacy Department,Sarasota,Sarasota,FL,34239,0310-7442-02,Evusheld,2022-02-04T00:00:00.000,2022-02-01T00:00:00.000,792,675.0,2022-02-04T00:00:00.000,POINT (-82.529686 27.318219),
FSM DEPARTMENT OF HEALTH AND SOCIAL,"CAPITOL ROAD, PALIKIR, POHNPEI","Capitol Suites Offices, Rm 103 PS07",Pohnpei,Federated States Of Micronesia,FM,96941,0310-7442-02,Evusheld,2022-01-13T00:00:00.000,2022-01-21T00:00:00.000,96,,,,
Atrium Navicent Rehabilitation,3351 Northside Dr.,,Macon,Bibb,GA,31210,0310-7442-02,Evusheld,2021-12-20T00:00:00.000,2021-12-28T00:00:00.000,24,,,POINT (-83.681431 32.892836),
Atrium Navicent the Medical Center,777 HEMLOCK STREET,Attn: Pharmacy,Macon,Bibb,GA,31201,0310-7442-02,Evusheld,2022-01-25T00:00:00.000,2022-01-27T00:00:00.000,168,,,POINT (-83.636553 32.833202),
CANDLER HOSPITAL,5353 Reynolds Street,,Savannah,Chatham,GA,31405,0310-7442-02,Evusheld,2022-01-18T00:00:00.000,2022-01-21T00:00:00.000,120,20.0,2022-01-13T00:00:00.000,POINT (-81.101394 32.028299),
Rheumatology Associates @ VHP,4441 Atlanta Rd SE,Suite 315,Smyrna,Cobb,GA,30080,0310-7442-02,Evusheld,2022-01-25T00:00:00.000,2022-01-27T00:00:00.000,48,21.0,2022-02-03T00:00:00.000,POINT (-84.491149 33.845955),
CANCER TREAMENT CENTERS OF AMERICA,600 CELEBRATE LIFE PARKWAY,,Newnan,Coweta,GA,30265,0310-7442-02,Evusheld,2021-12-20T00:00:00.000,2021-12-28T00:00:00.000,24,,,POINT (-84.757557 33.386381),
Amber Specialty,3103 Clairmont Road NE,Suite A,Atlanta,Dekalb,GA,30329,0310-7442-02,Evusheld,2021-12-20T00:00:00.000,2021-12-28T00:00:00.000,24,22.0,2022-02-03T00:00:00.000,POINT (-84.315524 33.849131),1215550793.0
EMORY UNIVERSITY HOSPITAL,1364 Clifton Road N.E.,Suite EG 22 - Inpatient Pharmacy,Atlanta,Dekalb,GA,30322,0310-7442-02,Evusheld,2022-02-01T00:00:00.000,2022-01-21T00:00:00.000,312,,,POINT (-84.320977 33.791881),
PHOEBE PUTNEY MEMORIAL HOSPITAL,417 W. Third Avenue,,Albany,Dougherty,GA,31701,0310-7442-02,Evusheld,2022-02-01T00:00:00.000,2022-01-27T00:00:00.000,312,,,POINT (-84.157497 31.590227),
"Wellstar Health System, Inc",2200 THORNTON RD,SUITE 200,Lithia Springs,Douglas,GA,30122,0310-7442-02,Evusheld,2022-01-11T00:00:00.000,2022-01-18T00:00:00.000,480,336.0,2022-01-27T00:00:00.000,POINT (-84.589476 33.745311),
FLOYD MEDICAL CENTER,304 Turner McCall Blvd,Pharmacy Department,Rome,Floyd,GA,30165,0310-7442-02,Evusheld,2022-01-11T00:00:00.000,2022-01-18T00:00:00.000,48,39.0,2022-02-03T00:00:00.000,POINT (-85.179721 34.260454),1154377166.0
Harbin Clinic LLC,Harbin Clinic Infusions,1825 Martha Berry Blvd,Rome,Floyd,GA,30165,0310-7442-02,Evusheld,2022-01-18T00:00:00.000,2022-01-21T00:00:00.000,72,,,,1427183136.0
Harbin Clinic Medical Oncology,255 West 5th Street,Attention:Pharmacy,Rome,Floyd,GA,30165,0310-7442-02,Evusheld,2022-01-25T00:00:00.000,2022-01-27T00:00:00.000,96,,,,
Emory University Hospital Midtown,550 Peachtree Street NE,,Atlanta,Fulton,GA,30308,0310-7442-02,Evusheld,2022-01-25T00:00:00.000,2022-01-27T00:00:00.000,384,,,POINT (-84.385209 33.769335),
GRADY HEALTH SERVICES,Grady Memorial Hospital,80 Jesse Hill Jr Dr. SE,Atlanta,Fulton,GA,30303,0310-7442-02,Evusheld,2022-01-18T00:00:00.000,2022-01-21T00:00:00.000,48,24.0,2021-12-29T00:00:00.000,,
Northside Hospital Atlanta,1000 Johnson Ferry Road,,Atlanta,Fulton,GA,30342,0310-7442-02,Evusheld,2022-01-05T00:00:00.000,2022-01-13T00:00:00.000,552,,,POINT (-84.354756 33.907895),
PIEDMONT HOSPITAL,1968 PEACHTREE ROAD NW,Attn:Pharmacy,Atlanta,Fulton,GA,30308,0310-7442-02,Evusheld,2022-02-01T00:00:00.000,2022-01-18T00:00:00.000,216,,,POINT (-84.393367 33.808802),
SHEPHERD CENTER,2020 PEACHTREE RD NW,Inpatient Pharmacy,Atlanta,Fulton,GA,30309,0310-7442-02,Evusheld,2022-01-05T00:00:00.000,2022-01-13T00:00:00.000,96,,,POINT (-84.393887 33.806584),
"SGHS, Brunswick",2415 Parkwood Drive,,Brunswick,Glynn,GA,31520,0310-7442-02,Evusheld,2022-01-11T00:00:00.000,2022-01-18T00:00:00.000,168,,,POINT (-81.484664 31.173805),1598784720.0
NORTHEAST GEORGIA MEDICAL CENTER,743 SPRING STREET NE,,Gainesville,Hall,GA,30501,0310-7442-02,Evusheld,2021-12-29T00:00:00.000,2022-01-05T00:00:00.000,48,41.0,2022-02-03T00:00:00.000,POINT (-83.81737 34.30335),
Piedmont Columbus Regional Midtown,710 Center Street,Dept of Pharmacy,Columbus,Muscogee,GA,31901,0310-7442-02,Evusheld,2022-01-12T00:00:00.000,2022-01-19T00:00:00.000,168,114.0,2022-02-03T00:00:00.000,POINT (-84.981978 32.481714),
AU Medical Center Inpatient Pharm,1481 Laney Walker Blvd Professional,"Building One, Suite 1400",Augusta,Richmond,GA,30912,0310-7442-02,Evusheld,2022-01-11T00:00:00.000,2022-01-18T00:00:00.000,456,427.0,2022-02-03T00:00:00.000,POINT (-81.990978 33.469927),
PHOEBE SUMTER MEDICAL CENTER,126 Hwy 280 W,,Americus,Sumter,GA,31719,0310-7442-02,Evusheld,2021-12-29T00:00:00.000,2022-01-05T00:00:00.000,48,,,POINT (-84.255377 32.06425),
JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 Gordon Ave,,Thomasville,Thomas,GA,31792,0310-7442-02,Evusheld,2022-01-11T00:00:00.000,2022-01-18T00:00:00.000,24,,,POINT (-83.973335 30.824623),1194779702.0
TIFT REGIONAL MEDICAL CENTER,901 E 18TH ST,,Tifton,Tift,GA,31794,0310-7442-02,Evusheld,2022-01-05T00:00:00.000,2022-01-13T00:00:00.000,48,,,POINT (-83.491068 31.470401),
UPSON REGIONAL MEDICAL CENTER,801 WEST GORDON STREET,Attention: Pharmacy,Thomaston,Upson,GA,30286,0310-7442-02,Evusheld,2022-01-31T00:00:00.000,,24,,,POINT (-84.336228 32.887255),
HAMILTON MEDICAL CENTER,1200 MEMORIAL DR.,,Dalton,Whitfield,GA,30720,0310-7442-02,Evusheld,2022-02-01T00:00:00.000,,24,,,POINT (-84.983868 34.788879),
PHOEBE WORTH MEDICAL CENTER,807 S. Isabella St.,,Sylvester,Worth,GA,31791,0310-7442-02,Evusheld,2022-01-11T00:00:00.000,2022-01-18T00:00:00.000,48,,,POINT (-83.840673 31.512386),
GUAM MEMORIAL HOSPITAL AUTHORITY,850 GOV CARLOS G CAMACHO ROAD,,Tamuning,Guam,GU,96913,0310-7442-02,Evusheld,2022-01-12T00:00:00.000,2022-01-20T00:00:00.000,96,,,POINT (144.774281 13.504491),1366519027.0
Hilo Medical Center,1190 WAIANUENUE AVENUE,,Hilo,Hawaii,HI,96720,0310-7442-02,Evusheld,2021-12-29T00:00:00.000,2022-01-05T00:00:00.000,24,24.0,2022-02-03T00:00:00.000,POINT (-155.112892 19.717551),
WEST HAWAII COMMUNITY HEALTH CENTER,75-5751 KUAKINI HIGHWAY,SUITE 104,Kailua-Kona,Hawaii,HI,96740,0310-7442-02,Evusheld,2022-01-10T00:00:00.000,2022-01-19T00:00:00.000,24,24.0,2022-02-04T00:00:00.000,POINT (-155.990544 19.638557),
Queens North Hawaii COVID,67-1125 Mamalahoa Hwy,,Kamuela,Hawaii,HI,96743,0310-7442-02,Evusheld,2022-01-12T00:00:00.000,2022-01-20T00:00:00.000,72,,2022-01-18T00:00:00.000,POINT (-155.665441 20.023219),
Kona Community Hospital,79-1019 HAUKAPILA ST,INPATIENT PHARMACY,Kealakekua,Hawaii,HI,96750,0310-7442-02,Evusheld,2022-01-12T00:00:00.000,2022-01-20T00:00:00.000,24,24.0,2022-02-04T00:00:00.000,POINT (-155.91772 19.519237),
Pharmacare LTC,3375 Koapaka St. F251,,Honolulu,Honolulu,HI,96819,0310-7442-02,Evusheld,2022-01-20T00:00:00.000,2022-01-26T00:00:00.000,24,23.0,2022-01-31T00:00:00.000,POINT (-157.917412 21.336366),1780660191.0
Queens Medical Center - Punchbowl,1301 Punchbowl Street,Inpatient Pharmacy,Honolulu,Honolulu,HI,96813,0310-7442-02,Evusheld,2022-01-10T00:00:00.000,2022-01-18T00:00:00.000,96,95.0,2022-01-21T00:00:00.000,POINT (-157.854965 21.308307),
Straub Medical Center,888 South King St,Attn: Inpatient Pharmacy,Honolulu,Honolulu,HI,96813,0310-7442-02,Evusheld,2022-01-12T00:00:00.000,2022-01-20T00:00:00.000,192,111.0,2022-02-03T00:00:00.000,POINT (-157.850921 21.302268),
"V21 459 Honolulu, HI",459 PATTERSON RD #2-A07,Pharmacy Service (119),Honolulu,Honolulu,HI,96819,0310-7442-02,Evusheld,2022-01-31T00:00:00.000,2022-02-02T00:00:00.000,24,,,POINT (-157.889362 21.361925),
Kaiser Foundation Hospital,3288 MOANALUA RD,,"Honolulu,",Honolulu,HI,96819,0310-7442-02,Evusheld,2022-01-25T00:00:00.000,2022-01-27T00:00:00.000,408,175.0,2022-02-04T00:00:00.000,POINT (-157.900297 21.362447),
Koolauloa Health Center,56-119 Pualalea Street,,Kahuku,Honolulu,HI,96731,0310-7442-02,Evusheld,2022-02-03T00:00:00.000,,24,,,POINT (-157.952209 21.676434),1528026952.0
Adventist Health Castle,640 ULUKAHIKI STREET,INPATIENT PHARMACY,Kailua,Honolulu,HI,96734,0310-7442-02,Evusheld,2021-12-21T00:00:00.000,2021-12-28T00:00:00.000,24,23.0,2022-01-18T00:00:00.000,POINT (-157.757142 21.381453),
Wilcox Memorial Hospital,3-3420 KUHIO HIGHWAY,,Lihue,Kauai,HI,96766,0310-7442-02,Evusheld,2022-01-10T00:00:00.000,2022-01-19T00:00:00.000,96,92.0,2022-02-03T00:00:00.000,POINT (-159.366386 21.985784),
Hana Community Health Center,4590 Hana Highway,,Hana,Maui,HI,96713,0310-7442-02,Evusheld,2022-01-10T00:00:00.000,2022-01-19T00:00:00.000,24,24.0,2022-01-31T00:00:00.000,POINT (-155.993977 20.763631),1992811954.0
